Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W)
1638, 11/28/2024, 13:36:45.607,0.00032159
1639, 11/28/2024, 13:36:46.620,0.00032156
1640, 11/28/2024, 13:36:47.637,0.00032157
1641, 11/28/2024, 13:36:48.653,0.0003216
1642, 11/28/2024, 13:36:49.669,0.0003215
1643, 11/28/2024, 13:36:50.682,0.00032151
1644, 11/28/2024, 13:36:51.698,0.00032151
1645, 11/28/2024, 13:36:52.712,0.00032143
1646, 11/28/2024, 13:36:53.724,0.00032152
1647, 11/28/2024, 13:36:54.734,0.00032149
1648, 11/28/2024, 13:36:55.748,0.0003215
1649, 11/28/2024, 13:36:56.758,0.00032148
1650, 11/28/2024, 13:36:57.775,0.00032146
1651, 11/28/2024, 13:36:58.785,0.00032149
1652, 11/28/2024, 13:36:59.797,0.00032148
1653, 11/28/2024, 13:37:00.811,0.00032152
1654, 11/28/2024, 13:37:01.826,0.00032155
1655, 11/28/2024, 13:37:02.838,0.00032149
1656, 11/28/2024, 13:37:03.854,0.00032153
1657, 11/28/2024, 13:37:04.866,0.00032151
1658, 11/28/2024, 13:37:05.880,0.00032152
1659, 11/28/2024, 13:37:06.158,0.00032151
1660, 11/28/2024, 13:37:07.171,0.00032152
1661, 11/28/2024, 13:37:08.185,0.00032146
1662, 11/28/2024, 13:37:09.197,0.0003215
1663, 11/28/2024, 13:37:10.209,0.00032144
1664, 11/28/2024, 13:37:11.226,0.00032149
1665, 11/28/2024, 13:37:12.238,0.00032147
1666, 11/28/2024, 13:37:13.253,0.00032149
1667, 11/28/2024, 13:37:14.271,0.00032151
1668, 11/28/2024, 13:37:15.288,0.00032149
1669, 11/28/2024, 13:37:16.302,0.00032156
1670, 11/28/2024, 13:37:17.315,0.00032156
1671, 11/28/2024, 13:37:18.327,0.0003215
1672, 11/28/2024, 13:37:19.339,0.00032159
1673, 11/28/2024, 13:37:20.350,0.00032155
1674, 11/28/2024, 13:37:21.362,0.0003216
1675, 11/28/2024, 13:37:22.371,0.00032155
1676, 11/28/2024, 13:37:23.386,0.00032157
1677, 11/28/2024, 13:37:24.403,0.00032159
1678, 11/28/2024, 13:37:25.420,0.00032167
1679, 11/28/2024, 13:37:26.434,0.00032165
1680, 11/28/2024, 13:37:27.445,0.00032157
1681, 11/28/2024, 13:37:28.460,0.00032165
1682, 11/28/2024, 13:37:29.472,0.00032164
1683, 11/28/2024, 13:37:30.488,0.00032162
1684, 11/28/2024, 13:37:31.500,0.00032162
1685, 11/28/2024, 13:37:32.512,0.00032168
1686, 11/28/2024, 13:37:33.523,0.00032161
1687, 11/28/2024, 13:37:34.535,0.00032157
1688, 11/28/2024, 13:37:35.548,0.00032163
1689, 11/28/2024, 13:37:36.560,0.00032162
1690, 11/28/2024, 13:37:37.573,0.00032162
1691, 11/28/2024, 13:37:38.586,0.00032157
1692, 11/28/2024, 13:37:39.600,0.00032153
1693, 11/28/2024, 13:37:40.615,0.00032153
1694, 11/28/2024, 13:37:41.631,0.00032146
1695, 11/28/2024, 13:37:42.643,0.00032152
1696, 11/28/2024, 13:37:43.654,0.0003214
1697, 11/28/2024, 13:37:44.666,0.00032141
1698, 11/28/2024, 13:37:45.681,0.00032145
1699, 11/28/2024, 13:37:46.692,0.00032147
1700, 11/28/2024, 13:37:47.705,0.00032154
1701, 11/28/2024, 13:37:48.727,0.00032146
1702, 11/28/2024, 13:37:49.744,0.00032155
1703, 11/28/2024, 13:37:50.758,0.00032147
1704, 11/28/2024, 13:37:51.771,0.0003215
1705, 11/28/2024, 13:37:52.787,0.00032154
1706, 11/28/2024, 13:37:53.802,0.0003215
1707, 11/28/2024, 13:37:54.819,0.0003216
1708, 11/28/2024, 13:37:55.832,0.00032155
1709, 11/28/2024, 13:37:56.844,0.00032154
1710, 11/28/2024, 13:37:57.856,0.00032155
1711, 11/28/2024, 13:37:58.869,0.0003216
1712, 11/28/2024, 13:37:59.879,0.00032163
1713, 11/28/2024, 13:38:00.157,0.00032151
1714, 11/28/2024, 13:38:01.173,0.0003216
1715, 11/28/2024, 13:38:02.186,0.00032163
1716, 11/28/2024, 13:38:03.202,0.0003216
1717, 11/28/2024, 13:38:04.214,0.00032163
1718, 11/28/2024, 13:38:05.228,0.00032158
1719, 11/28/2024, 13:38:06.244,0.00032155
1720, 11/28/2024, 13:38:07.256,0.00032156
1721, 11/28/2024, 13:38:08.270,0.00032152
1722, 11/28/2024, 13:38:09.281,0.00032151
1723, 11/28/2024, 13:38:10.292,0.00032152
1724, 11/28/2024, 13:38:11.307,0.00032154
1725, 11/28/2024, 13:38:12.319,0.00032155
1726, 11/28/2024, 13:38:13.333,0.0003216
1727, 11/28/2024, 13:38:14.344,0.00032145
1728, 11/28/2024, 13:38:15.361,0.00032148
1729, 11/28/2024, 13:38:16.374,0.0003215
1730, 11/28/2024, 13:38:17.389,0.00032145
1731, 11/28/2024, 13:38:18.401,0.00032154
1732, 11/28/2024, 13:38:19.412,0.00032159
1733, 11/28/2024, 13:38:20.423,0.00032156
1734, 11/28/2024, 13:38:21.436,0.00032161
1735, 11/28/2024, 13:38:22.450,0.00032154
1736, 11/28/2024, 13:38:23.466,0.00032147
1737, 11/28/2024, 13:38:24.479,0.00032153
1738, 11/28/2024, 13:38:25.494,0.00032148
1739, 11/28/2024, 13:38:26.508,0.00032153
1740, 11/28/2024, 13:38:27.522,0.00032154
1741, 11/28/2024, 13:38:28.534,0.00032154
1742, 11/28/2024, 13:38:29.546,0.00032156
1743, 11/28/2024, 13:38:30.558,0.00032155
1744, 11/28/2024, 13:38:31.572,0.00032152
1745, 11/28/2024, 13:38:32.584,0.00032149
1746, 11/28/2024, 13:38:33.599,0.00032154
1747, 11/28/2024, 13:38:34.611,0.00032151
1748, 11/28/2024, 13:38:35.625,0.00032144
1749, 11/28/2024, 13:38:36.639,0.00032141
1750, 11/28/2024, 13:38:37.653,0.00032135
1751, 11/28/2024, 13:38:38.665,0.00032142
1752, 11/28/2024, 13:38:39.677,0.00032145
1753, 11/28/2024, 13:38:40.692,0.00032144
1754, 11/28/2024, 13:38:41.708,0.00032139
1755, 11/28/2024, 13:38:42.721,0.00032145
1756, 11/28/2024, 13:38:43.734,0.00032145
1757, 11/28/2024, 13:38:44.752,0.00032141
1758, 11/28/2024, 13:38:45.765,0.00032144
1759, 11/28/2024, 13:38:46.776,0.00032149
1760, 11/28/2024, 13:38:47.792,0.00032141
1761, 11/28/2024, 13:38:48.804,0.00032141
1762, 11/28/2024, 13:38:49.817,0.00032141
1763, 11/28/2024, 13:38:50.832,0.00032141
1764, 11/28/2024, 13:38:51.848,0.00032143
1765, 11/28/2024, 13:38:52.861,0.00032142
1766, 11/28/2024, 13:38:53.874,0.00032135
1767, 11/28/2024, 13:38:54.154,0.00032148
1768, 11/28/2024, 13:38:55.166,0.00032137
1769, 11/28/2024, 13:38:56.180,0.00032141
1770, 11/28/2024, 13:38:57.192,0.00032141
1771, 11/28/2024, 13:38:58.205,0.00032145
1772, 11/28/2024, 13:38:59.216,0.0003214
1773, 11/28/2024, 13:39:00.229,0.00032143
1774, 11/28/2024, 13:39:01.248,0.00032141
1775, 11/28/2024, 13:39:02.268,0.00032142
1776, 11/28/2024, 13:39:03.287,0.00032141
1777, 11/28/2024, 13:39:04.301,0.00032147
1778, 11/28/2024, 13:39:05.314,0.00032152
1779, 11/28/2024, 13:39:06.330,0.00032155
1780, 11/28/2024, 13:39:07.347,0.00032157
1781, 11/28/2024, 13:39:08.360,0.00032152
1782, 11/28/2024, 13:39:09.377,0.00032151
1783, 11/28/2024, 13:39:10.390,0.00032152
1784, 11/28/2024, 13:39:11.403,0.00032153
1785, 11/28/2024, 13:39:12.414,0.00032154
1786, 11/28/2024, 13:39:13.432,0.00032151
1787, 11/28/2024, 13:39:14.445,0.0003215
1788, 11/28/2024, 13:39:15.458,0.00032146
1789, 11/28/2024, 13:39:16.469,0.00032152
1790, 11/28/2024, 13:39:17.498,0.00032156
1791, 11/28/2024, 13:39:18.516,0.00032157
1792, 11/28/2024, 13:39:19.529,0.0003216
1793, 11/28/2024, 13:39:20.542,0.00032156
1794, 11/28/2024, 13:39:21.552,0.00032157
1795, 11/28/2024, 13:39:22.567,0.0003215
1796, 11/28/2024, 13:39:23.581,0.00032159
1797, 11/28/2024, 13:39:24.598,0.00032158
1798, 11/28/2024, 13:39:25.610,0.0003216
1799, 11/28/2024, 13:39:26.624,0.00032151
1800, 11/28/2024, 13:39:27.633,0.00032146
1801, 11/28/2024, 13:39:28.646,0.00032145
1802, 11/28/2024, 13:39:29.661,0.0003214
1803, 11/28/2024, 13:39:30.675,0.00032141
1804, 11/28/2024, 13:39:31.689,0.00032147
1805, 11/28/2024, 13:39:32.705,0.00032144
1806, 11/28/2024, 13:39:33.715,0.00032142
1807, 11/28/2024, 13:39:34.728,0.00032145
1808, 11/28/2024, 13:39:35.742,0.00032148
1809, 11/28/2024, 13:39:36.755,0.00032146
